,Sample_00,Sample_01,Sample_02,Sample_03,Sample_04,Sample_05,Sample_06,Sample_07,Sample_08,Sample_09,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19
Gene_0017,6.355559208867137,8.487374422983825,8.489933142217446,6.9861136492577405,7.057923388763355,8.464099874715272,5.103831317005351,5.1850724512468895,6.563111557495128,7.573105696576306,10.752668772934179,13.833833638735031,11.649096886554254,10.182421873635388,10.076761282682472,7.875819119775155,9.903394093039603,9.393269517575698,10.785320974540287,7.8658777302858685
Gene_0018,9.038693028482344,11.065477826005155,7.782479703086285,8.803423444197882,9.380287983422225,7.197559056228328,8.448184963620834,8.02518480156359,8.195352197097664,6.453980432289067,9.316350156795401,11.323145279228036,13.351349131880713,12.291359568571814,14.383850924301349,8.848917187950546,12.101355786449927,10.760498690954181,13.949835455764287,7.834927530712381
Gene_0019,6.320556315638448,6.801214709111956,3.7522085513803862,6.948489956638478,6.481734676892604,8.300787572952416,8.683511951554319,11.752341678431772,9.9008476763721,6.846192688675194,8.008886033927148,10.975146288241685,7.23857302239257,12.72457236603977,13.219726547510145,8.924625701347722,6.660083150106722,13.330019243712353,8.598434174734162,12.219785687991067
Gene_0020,4.811144682411266,6.801249954092454,8.010487399436366,8.093961187529484,7.099869057041513,9.245699864694998,5.864759141234812,7.715241029957413,8.240591263423799,9.028877668117499,11.229671119387877,7.5825607935989385,6.845028363171779,13.27892104301944,11.001357461822796,8.982044561201308,13.125864086950507,9.531662745512966,11.318745850554649,9.370333101204402
Gene_0021,12.121495849763974,11.510681684886409,7.502071703041853,9.94314190190871,9.290751899170296,10.737263115064698,6.070153078839791,9.372102919996879,10.116848973699176,4.482521027153771,7.813365826751459,5.937420500828616,9.35610450733288,11.250796058221855,14.010574891913429,9.736737765351315,13.721140819200613,7.240753551580713,6.562765365396693,10.477223376515134
Gene_0022,8.768130897878615,7.934610503811814,3.865115799920247,7.821759920974423,5.391060998990294,9.339345097660077,8.733196492193697,6.12024042734529,6.972266165326613,5.881572956222097,10.605906996799378,11.790509912560058,8.428149266949983,11.190038712110715,8.943203332660076,8.516381806803825,9.441934872668465,7.7764656584957095,8.602383749429283,8.054932573036764
Gene_0023,11.929450265832779,8.070527103943457,6.600548984014829,8.427959821468445,7.77534390061834,7.558060800933554,9.22833340008685,9.51501542009461,6.938997704778945,6.84836351871064,9.402296047926182,4.747300658221311,6.607899264021352,11.13411621228296,13.042689126061493,9.520750453435818,11.085046001678046,11.61257748485277,16.445214637367993,12.504375749413729
Gene_0024,7.744164817038467,6.088919118799149,4.787107359484855,8.406927271734446,6.487298509431393,5.155492580804651,6.706854231514947,5.8369039927712105,11.37428327014513,9.763279513898901,9.162420200081627,12.777567250721486,9.911405211633388,7.884390997939469,12.646307821782642,10.173758610398506,7.287581089006423,10.05636934521526,8.177306147233896,6.981199328934161
Gene_0025,9.852355095063283,11.818833280940261,5.202864852361717,9.125938473381142,6.698714861756346,7.0257492324706075,6.815212151522262,6.272018460640368,8.097043255889654,6.3380997671779244,10.538207984233322,10.4832191204523,9.524209166705074,8.455059741382323,8.423154917669207,11.201467476278152,11.178822817780599,8.991216364571455,10.913552040615887,11.794188281471646
Gene_0026,4.6611894377572565,9.08672038475987,6.674752482108307,9.141197337186318,6.473481686914966,4.390235798670962,4.744915124233675,8.096169893322765,8.519445003442964,6.191366749791182,11.352901797635107,7.377494553275666,10.265179564227928,6.431136589289756,8.169362360468071,10.263867505311794,7.385689486656609,8.782094409161918,11.662678146599895,8.718133307830785
Gene_0027,9.671384224130284,5.740586290684764,9.059608355830566,10.8831372413158,3.0567109997454214,6.406209489059046,9.15414425436108,7.593909227914015,8.742291746742618,6.792029626568359,10.029464470832696,9.544085315632428,12.74821788193977,10.37622975387716,10.482890258114788,8.501660015683306,9.536960652847926,8.799134867387014,10.245389120755956,9.26457632579396
Gene_0028,8.579549713792826,12.150801597290878,9.742249406863385,7.347952935664318,10.402427844327889,7.183849253956897,3.9237509296442923,5.983827378165191,4.258416157948289,7.296973031917383,9.65336612718757,13.089898254653418,10.783084834687859,9.398557630492494,12.814615850017296,5.540315110324631,10.780148225656742,10.57088336402746,6.612502942482951,11.744051238955501
Gene_0029,8.676992814988829,7.169424172198397,9.26556373221257,12.541385715608792,8.363732510116991,8.496441172600672,7.081278200919511,6.300311261070417,9.66067163308849,6.287832348182265,9.66594261278747,9.252454103388267,11.475742185381488,10.839639462891153,11.961757576732644,8.664539682934297,10.017050005006512,9.078100295512815,9.17894133223962,11.22428251812549
Gene_0030,9.513977233290703,6.155669351644749,9.73921184021132,10.711275717609901,8.826869806447402,11.753591625116131,6.452421601792854,5.510690593377166,4.442559502191443,10.992088622978367,11.480416487605853,10.266583111411883,9.977663863584581,7.504953765332185,15.089238679256445,10.864687835991443,9.809722478390949,10.434883692277321,10.712886250252803,10.952833405732388
Gene_0031,6.419051089109376,8.942936714271992,11.764048992950068,10.690840092309955,11.186373253278795,6.9775686471376295,6.020790359482838,7.748426159800704,8.11144982457739,10.188383036941897,5.823122945026437,12.470640692855437,9.761943495867577,9.088252233724427,8.273024490256278,6.075923276045671,11.483851870839494,10.744228635578356,6.8236301036995,8.148298604027904
Gene_0032,7.328430601419743,11.338043050578786,7.48081729727279,4.993714093763788,7.508513871828112,7.454552860504659,2.6062267141168567,7.8914102669643755,7.538130939582644,9.392412729626837,13.164203696946347,12.67782084778432,9.275743363783775,7.214494053697171,14.898270082923421,10.390901462118473,10.024431586375147,10.510984531501665,11.114039552003149,9.11976384349319
Gene_0033,6.852675986239527,6.906282117519216,7.934493459568003,6.9131504577324705,6.574308434645671,8.212860455383794,7.490045565158289,11.007985977165378,2.698060383213976,10.183013703844924,11.864035812540086,5.20082264837328,8.865026763815294,9.80922552841829,7.465157585897725,8.171852838357033,7.773297013756926,14.206693639430213,12.825362211784483,12.672802356709719
Gene_0034,9.443344128086471,5.741896457565542,6.950959467440453,8.978749122455836,5.555744382216109,9.425996860344776,7.5193492036837295,7.250358384900805,9.421919936406983,8.88852662297208,7.948427076338142,12.467303154108482,8.305247409570878,11.344187371816567,11.54945997530416,9.559439808602212,10.034943335743304,7.054653630547662,11.687477944848723,10.162903116233197
Gene_0035,6.954553958961921,10.098018451673779,6.591312618914482,5.183077407272881,4.8867416529521925,9.21201990269128,5.439141295007434,11.50958836396873,3.836141184232556,11.392912736580076,10.039092900244928,10.034525092843039,9.0620081233427,11.591370861243707,9.903890706085596,11.329224554894914,10.551890529772468,11.369631128740757,9.628967248005516,9.49227795665266
Gene_0036,8.615603537784118,4.579663214686748,5.303629155788574,9.48652818804543,8.341730876255884,7.632033327294642,8.036867866130786,8.695163410723342,6.920480639381277,6.4433905491953745,9.850717570605882,7.566770028016233,11.818161451619966,6.431169071263601,11.726989577737275,10.865976642762469,10.3536059443249,12.74920714778478,12.823710143417001,12.619061745866485
Gene_0037,4.318251537336709,5.4408460665285965,6.7503628446086426,8.052182100421668,9.035318040938247,6.548512373693069,8.373533528954157,6.489234135293355,6.776964394016104,5.186677806303555,8.214579556003734,7.900144045481175,8.83956301591236,12.149682410172227,7.943670417536531,15.297853545607332,10.939250465759212,9.541189019520383,9.05952462653011,11.523512267508579
Gene_0038,6.848724347524453,8.244019629290722,13.12016907653759,7.8078802005507,10.298546652571352,6.593647149748225,7.930023019006077,11.54160127127102,6.746065884424465,11.624897115993857,10.833954278385423,7.841304788112261,10.101015861645868,12.330349117597212,10.934131140230845,6.632100226166521,8.789802780619675,9.2469386508461,10.124395349826663,11.288976227289712
Gene_0039,8.355402001866508,5.3293112825797975,8.760395702011927,9.221171490567647,9.119580895862079,10.161561451109243,9.667844309097807,8.918360158456874,7.859668577082706,4.678078132968017,10.817171646690554,9.629000171480477,10.133291996171316,7.747770531152815,7.49687601175145,12.708990484558052,11.09409035428339,11.69119404516591,10.803052697943501,10.419875898139525
Gene_0040,9.876567611951995,6.967910543565252,8.192241553881967,7.075449422589915,7.131007545135369,7.381655753062721,8.444267543267426,7.042502756673045,10.511512251147042,6.210785395560992,9.359125700341188,9.220613715855363,13.900616241756186,10.131332681709424,11.544025429498232,6.461782042368421,10.425335839821742,11.277525546925343,11.001577692269468,12.239139017426346
Gene_0041,6.9654230997992554,10.81869488037116,12.5977962472385,7.274322879120682,7.1089949571984565,10.906768954235401,11.159144291461425,6.954279945693464,7.159626365808285,7.436430782278985,7.7969621328116965,8.013363411741754,7.421619867617806,7.8097078970751035,9.476634354137378,10.642192212086398,13.360942451512129,8.30488995505176,11.22430845506224,9.571817718599847
Gene_0042,7.901072580695134,9.349638984333208,5.754555956875403,8.764819492368101,8.332904416426112,8.984902528016299,8.578337287815636,12.91060027982179,6.724520031497368,6.938006089996365,8.240688031704275,9.089778745471754,8.96476427313569,11.791946538701884,13.325023299577882,10.02791888326517,8.752706722583873,10.861414092997256,8.737281059833187,11.161331644674767
Gene_0043,8.405846041702599,4.968511770005536,11.095010402660122,11.591755346191043,6.7744226190312276,7.224596880128032,8.57173078144981,8.668913579974049,9.31708854534566,12.0204090775327,9.265738621623395,8.529604614249116,6.672130248393794,7.593291026817212,10.04354689515918,13.599732259923487,8.67919239370906,9.806227591972613,10.112026221311513,11.881699027610942
Gene_0044,13.053864851747242,6.938262454159359,7.021121114963556,10.088321754138144,9.363782979252623,11.693414651472068,9.167856370651927,7.281415818425881,9.181309661384619,10.217407161165816,11.571492186962061,11.897033989277817,12.458944263966,11.654024849700498,12.126892196568903,11.373329321551164,8.97810349833678,9.292564632249501,12.679203938665076,8.526596535185963
Gene_0045,8.737346617745802,7.213322375345278,8.057489645869635,10.556903725214598,8.382198136039806,8.092873096312298,5.280287718040162,9.492507132054442,9.29096836228215,12.32650944661092,9.609742695733564,10.56981824623683,10.466112011585313,12.82381228568862,10.067476418270068,11.322984795743254,10.96517851571135,9.862848141208566,8.539573061193325,9.954814869129756
Gene_0046,10.147263499719545,5.9469694011778795,8.265939348293752,6.599758370121654,10.390093257849685,4.95362619043245,6.8821563054568236,8.754423750129043,11.13104805846868,7.868499477854025,8.99090020885164,12.6925003571044,7.323557411383675,5.924344591907914,9.980989720135224,8.506301333155978,7.99737485566128,11.344978029446509,10.747420161676693,8.80127432776836
Gene_0047,5.439391202658211,9.74491465656029,9.300402355917322,7.801648272441234,11.693273992095332,5.859830467347695,4.948949658150522,6.616183860237511,7.908827967289004,8.486678898645383,10.149912647674823,10.543526093506753,7.005404658259236,12.35580827501564,10.203431897855706,12.249402234154713,11.002308643118006,11.22006768792216,10.129609634082488,10.325375819522908
Gene_0048,9.285445519735088,10.658305060264862,8.39304233940294,9.418007515177024,7.820528611425546,10.880234430898945,6.64721539588146,11.60188086582163,7.919684098711313,5.138449795763904,9.745896309569668,8.229864590804358,11.471109434689184,9.19432683870381,9.70687430976239,6.07447312300744,8.969746930839474,4.7995244847134435,6.876788201647825,11.622089753655562
Gene_0049,9.571600317301664,8.85091512356993,6.066047713741574,7.90457728771604,7.992794921818863,5.6832706216149145,11.006796603534301,9.754724581151343,7.558071652340672,8.053771677989062,10.820003393396238,6.315749626142695,8.35458620942428,8.559759030185845,8.688809995655221,9.218741950575632,14.16499396288069,11.128459822528425,8.945103754155388,10.576720216512744
Gene_0050,10.798710873172004,9.849267365825538,8.119260739840348,6.706126444588852,9.39644662722718,8.7869707708435,9.790386440055464,9.270343603363939,10.09910543063867,6.929529576878864,9.184412410051909,6.032453423253292,9.709612605150198,4.608409910720617,10.085689727649696,6.373919288621689,4.068546512433965,4.160795096865477,5.517659349774316,7.678265817932727
Gene_0051,9.045670976071,6.852599992122842,7.951290815478035,12.284540717223727,11.455086340201422,8.872647339348065,8.0760069563364,8.240062653436523,9.227035945460834,5.954414869603189,5.06506512537592,2.8008134004723217,6.3269259244300375,7.1538557668966725,5.475349128282177,9.118851346250375,2.8942994904681543,3.145827234063982,6.966306218842632,8.888518689522636
Gene_0052,11.367855382915737,7.0822314742621195,10.157361666862592,7.922983060998585,7.654745400118361,9.767319874973344,9.30464575682684,4.847215686031501,10.953080699451792,10.760182708294902,5.134956940413266,6.996675197760308,6.5780608046068485,7.081772165553625,4.122513749444342,5.325329369544493,4.783148811738691,7.482698760141493,7.0166171844948675,6.082618103212584
Gene_0053,9.543397421296689,2.302914758739849,10.297531400744207,4.5205724424438,7.275118117193736,5.760660210747712,5.410637048558188,10.32165357475704,7.064597597376217,8.69300776346143,5.933870873232842,7.147502133439496,6.790787393645973,3.2885107379991396,8.404355203822101,5.369939757202166,2.9886755199666757,5.431224092421027,7.9624412727136065,7.968300800726761
Gene_0054,7.302695731184282,7.301484591363143,7.356729897565235,12.153495967121682,8.763870904463106,8.86008329438214,10.060566908063684,8.477578318053027,7.481915708358594,7.607300301830043,5.6363569754746345,5.852794280875136,7.278883974644524,5.889347569809132,7.024599411128098,5.705343801973514,6.04482248318902,1.974360096701715,7.90186427557495,7.148875892626324
Gene_0055,9.996020219719304,2.2074892436126214,12.176749409561456,7.720820743689653,10.216365633475032,5.920188145748938,9.22554781012514,5.893168873652687,6.7524620786083895,11.828062707733572,5.649069387183407,6.314232058726679,7.539053183091111,6.901221389450091,6.417315317011419,6.7584619565304,11.083654412751946,5.7281504104295475,6.512762207386995,8.01102832291649
Gene_0056,10.211051865915968,10.374060611120761,9.27746044405837,5.713990174539033,11.266863064602191,5.707309213962624,8.605270930478067,6.491448299961284,7.871723306814015,8.65752482060696,6.142312909209271,7.19852096329178,8.92907484766205,6.8904635130852725,4.501089929628325,8.03632450080847,8.031358686273748,3.5371076438480267,7.888952393856463,7.66269003238137
Gene_0057,7.404872993280016,10.75141362662324,7.699888825934947,8.251152906943085,7.65385635143226,8.031158095162935,5.807449826209597,5.119898234811411,11.189010126449944,6.306077303363344,3.576979748373189,1.909567003096707,5.832204662040802,3.369521921647255,9.830198469248243,7.95372531238691,3.848125768945543,10.120142955287166,7.195203059613199,5.631093243705001
Gene_0058,3.001188570252854,12.581885145181484,5.220855066472808,4.709202506086216,10.045140864019281,12.879504812678546,10.768545637021036,9.12781824010472,9.189508683330573,9.706831117560615,7.589440346391297,7.084600946342642,6.5504239304238,6.338256160344046,5.145432306872626,4.7557215336007825,3.66006651912244,5.118251294008221,3.3997883232380497,3.542925027828959
Gene_0059,8.359788302306956,10.784004572689199,9.836633212004626,4.8589987927536455,6.020743726859325,9.881542375976432,6.035025212923381,7.550733700005951,9.100104198049104,6.063311090272729,6.768004646338955,4.123036565885194,5.071466552729355,6.327003640115111,2.8124807142163246,7.402699223468176,5.386622009818392,6.262788244743526,6.5611278501366215,8.673612408149015
Gene_0060,8.250449005295815,7.141188917749494,8.244595006064568,9.086596058072775,8.09772014065141,8.081183382407765,6.59601662438649,6.674198164898104,5.194789456400613,11.499153486373878,4.266697871032178,4.821382962462703,4.3079654798611084,7.612420483759994,5.663934568020798,8.632605899585691,4.876624119784539,6.697220681306797,4.117688492221422,11.274066798231338
Gene_0061,5.624803161940974,8.619641420454055,9.267553761864196,8.827598194902997,7.629424682244584,7.740358600533147,8.08762294395822,7.705995996743023,9.92775823358982,12.421046003182703,4.922191187388294,3.0854062730289997,6.1086782461180285,11.399085197291077,4.617848084468263,9.517758597656716,9.352459739227694,4.8283221375771195,8.18822331648745,8.93035306052093
Gene_0062,7.241744518025026,7.592839279795276,6.836638172102712,5.970486538614266,6.701444909867986,5.552119466475487,8.068166936518452,6.460053537882716,8.467571823581496,4.888208707592746,6.806759906602394,6.700576335483582,2.608352984306443,7.18177039407231,8.556792474238215,3.3741052377745713,10.320528437361158,7.252588044790144,4.2943162081962605,6.3625238179008585
Gene_0063,9.116653825043445,8.152010782824822,9.077511984892737,6.158652813841267,8.338721648072156,5.17257100619004,7.7775478773026,6.19218471707042,6.528940114820466,10.472186350420875,7.497607053000424,7.445218041238891,4.26506107132579,5.062060971715637,7.622386706546143,6.075235697907861,10.00844438035176,5.948318008470261,6.845027572943852,4.912571404565204
Gene_0064,8.267081809564564,7.695060327238912,9.416217353377181,9.913404633589169,6.428021078984101,5.337534092884444,4.327589253793407,9.015982653825088,5.793266787652253,3.6942188140950343,7.538892463713701,10.773547768972389,6.023517122177624,7.055506447382252,5.577532960602709,5.517329018350513,7.688939016234128,5.165266573261722,6.503899192455533,6.673993482945979
Gene_0065,6.6638190927139025,9.984084699073046,7.650080486609182,6.48850968101431,9.073019687140807,6.203064036417926,8.056362314738257,7.981762006711593,10.171791131663156,8.949396465759905,5.228656996383491,6.854087688561487,8.85124469688573,6.996802411198352,5.9798776273003735,4.182176756268278,4.037990462655258,4.589698490766613,5.155863533197339,4.568785662878458
Gene_0066,8.113299849794215,9.059385508713461,7.859002443881818,8.973003287652404,8.12894882962024,4.049066867292257,6.121329212362491,7.7118248885567695,5.580610514317785,9.199857459992408,8.475438509892705,8.23677462812153,5.292692615151374,9.440055621867417,6.429949290516574,4.6051285026030415,5.080459342504887,4.864494748549344,5.912166457636072,6.939911650988481
Gene_0067,8.32114796209973,8.006092040306829,8.8738763394927,10.381292549572683,9.899108270882648,5.030204063100193,2.8921577301960903,9.868639822478547,5.266242603169157,7.550469196214633,2.7090816150881225,2.401957697960123,7.352175399906747,6.836939907105812,4.22406842106481,0.3575381330815608,5.1924600632010876,6.9270667987739305,2.8863624505893775,6.019520168484692
Gene_0068,7.969380301654009,9.158582999202176,8.239160736828307,6.053862118236889,10.393143003328984,7.68294085394606,7.945390920980136,6.133464081853608,7.11343549761698,6.230394571946198,5.9083496671624225,9.338048404974339,3.122502063738584,2.129492326058891,8.565107740519657,6.334753468113913,4.76866967692286,8.54420105978386,4.5047252102204345,9.19044275184135
Gene_0069,9.355851742678539,7.024177183708595,12.314616426531007,6.788570153993323,9.484190744018614,8.598585160812984,10.603482578797596,11.123022393453706,8.064008298131533,6.493164259307633,6.8691662930731106,4.7786327758097125,9.992189598535255,6.168611025426598,5.589406723234236,6.9787161621145,4.330816942218283,3.4231808571092555,8.152644694071368,4.504955936385123
Gene_0070,5.90617803463612,9.073305505054572,10.371408309325993,9.437906621330134,9.992095371611633,6.486409822861079,5.1563786665163125,11.002667303910973,7.354640322315729,7.498333967089906,8.023788839721641,7.740194023647529,7.779590982090724,10.137888731542624,4.5663278515179995,8.721333660998852,5.934265718723932,6.737296033926298,9.460480882693854,7.182383366720455
Gene_0071,9.076592158099267,10.145014674619604,7.270094540914229,6.321580665321987,5.910381611957932,4.067286821247997,12.112414259880644,5.793583268556634,7.557492752828456,7.446373400222159,7.835577681077436,7.9271615367745625,8.073094261461593,4.555293899394053,5.74487164068262,6.245725464137159,6.777387420001246,9.63424026332551,6.703951377490781,7.624187887386212
Gene_0072,9.325762537334825,10.34694771497065,8.362043117407413,5.406336104088307,8.799375903505283,6.697286212416342,6.942766636500487,9.172728037510186,10.476566142867272,8.042543153472124,6.194935758710743,10.306731343965088,6.1159509391324,11.522935837253309,7.4991178334544255,1.982950958224638,6.925732677230811,6.244966921721914,7.560184545641358,6.71296089831825
Gene_0073,7.723088032032452,5.551403527421268,7.58195348542795,6.2989590915814,6.838953100390555,9.17715680884122,11.339809008702812,8.789343059645962,5.608233875929631,8.88920533644028,8.790981265157452,4.709615127293411,5.912064620896632,5.014831459483861,3.877768396486165,7.391000936044446,5.319148803907936,7.455164120970608,4.099884775573063,5.594044645654721
Gene_0074,9.444762715655543,7.254333695816466,11.45392770246681,7.200727628770795,8.449369451503772,9.86518166374618,5.163268534133937,4.478382376038448,4.94868737085981,10.525168206854364,5.7405798085288104,10.724130452571586,4.417209255091447,6.140496288288081,9.175703425419002,10.645365103741451,10.703680588631418,8.901372451055684,8.164961697485387,6.646964531599908
Gene_0075,9.556722152333275,6.897628567342933,6.363602233155386,7.993251085178096,7.659630754950143,7.093543901345449,9.39277489491343,9.910610417141022,8.176813772583694,10.955060162110524,3.186419666193664,6.436964881247002,4.912972027152864,2.627007275639799,7.100430192565224,5.47344450975848,9.149979398643522,7.3181946374250435,3.2786908221537705,9.664030626026197
Gene_0076,10.442067391050706,9.164195406937232,7.547031802300336,6.081121526553041,7.255586447857894,10.177497239408371,11.769172611869218,11.086487056544378,7.022301156427452,5.760765133421978,6.497137726305416,2.1770824583718245,6.116899505081782,5.55656104437805,4.723332196914441,2.8833776903378507,7.068129086319265,4.878087965526763,4.036726803795754,0.5395063806215017
Gene_0077,7.9449701898987275,11.544503193339487,11.32251842909574,7.0858074868274565,6.795575879276439,8.937548512150048,6.003229121623417,8.603583799638931,9.53216055676938,10.453866447768615,5.110752026130857,4.588674451714907,3.447935869467788,5.007867970304553,6.256970983489433,7.330085729604936,7.7599755315267585,5.7980043948181414,9.279777921228794,4.754203153334306
Gene_0078,7.957265411303128,6.505576641704353,3.151519479454117,9.768090792722099,9.473687794184867,7.437344885763573,8.133981434449744,9.0318784354082,4.874908286226915,6.941894645307411,7.097309943879201,3.745968478948255,6.803793584918576,3.003215537349738,6.465225587244953,6.195285669274913,2.8869193790487,8.612483573174353,5.196491567091508,4.4893669999821455
Gene_0079,8.401138394461885,10.29727469885743,5.968356362043206,8.123359699695943,8.857633000661146,9.386211214526288,8.352883110554451,7.265944321833356,6.344819558702561,8.172287766092749,4.003685746133168,0.7876210910051131,6.55007913949647,7.566209342859445,0.9262752784937849,4.364573768312308,8.23009636106772,9.881325374600571,6.373643772665673,4.989328184164581
Gene_0080,7.63420711779032,10.74975283829637,6.708071641750929,6.401615986699493,7.034512955635935,6.0933427834825755,8.245340631989592,11.24935691693912,8.646158546232058,7.495292995747425,6.044903999490633,3.011279646650263,6.977555905769082,6.097050366652153,6.183941694902217,12.060248435174707,6.51109967684573,5.556068583653735,4.81611164771227,7.23265753414271
